id,query,ground_truth_short,ground_truth_full,relevant_id,difficulty,answer_type,,,,,,,,,,
555,خنجراب درے پر سرحدی دروازہ کہاں ہے اور کیسا ہے؟,"پارکنگ سے 500 میٹر، سوویت طرز کا پتھر کا ڈھانچہ",پارکنگ ایریا سے سرحدی دروازہ تقریباً 500 میٹر آگے ہے جو ایک بڑا سوویت طرز کا چوکور پتھر کا ڈھانچہ ہے اور چین کے صوبے سنکیانگ کے داخلے کی نشاندہی کرتا ہے۔,132,medium,list-recall,,,,,,,,,,
556,مقامی روایت کے مطابق بلندی سے ہونے والے چکر کم کرنے کے لیے کیا مفید سمجھا جاتا ہے؟,خوبانی,مقامی روایت کے مطابق خوبانی بلندی سے متعلق چکر آنے کی کیفیت کم کرنے میں مددگار سمجھی جاتی ہے۔,130,easy,factual,,,,,,,,,,
557,بلتستان میں خوبانی والے ڈاوڈو اور عام ڈاوڈو میں کیا فرق ہے؟,"خوبانی بمقابلہ گوشت، میٹھا شوربہ",بلتستان میں ڈاوڈو کی ایک خاص قسم گوشت کی بجائے خوبانی سے تیار کی جاتی ہے جس میں بھگوئی ہوئی خوبانی کو گندم کے نوڈلز کے ساتھ پکا کر گاڑھا میٹھا شوربہ تیار کیا جاتا ہے۔,133,medium,list-recall,,,,,,,,,,
558,خنجراب درے پر درجہ حرارت کتنا گر سکتا ہے؟,منفی 25 ڈگری سیلسیس,خنجراب درے پر درجہ حرارت منفی 25 ڈگری سیلسیس تک گر سکتا ہے۔,132,easy,factual,,,,,,,,,,
559,بُرُست بُریکٹز میں کون سے اجزاء استعمال ہوتے ہیں؟,"گندم یا جَو کا آٹا، خوبانی کا تیل، زیرہ، ہمالیائی نمک، کالی مرچ، اخروٹ کا تیل، دھنیا، بُرُست پنیر","بُرُست بُریکٹز گندم یا جَو کے آٹے کو خوبانی کے تیل سے گوندھ کر بنایا جاتا ہے، اوپر زیرہ ڈالا جاتا ہے، ہمالیائی نمک اور کالی مرچ سے ذائقہ دار بنایا جاتا ہے، اخروٹ کے تیل سے ملا کر دھنیے سے سجایا جاتا ہے اور اندر بُرُست پنیر بھرا ہوتا ہے۔",134,medium,list-recall,,,,,,,,,,
560,شربت کن اجزاء سے بنتا ہے اور اسے کس کے ساتھ کھایا جاتا ہے؟,"گندم، پہاڑی پانی، مکھن، نمک، روٹی، سبز چائے","شربت مقامی بے جرثومہ گندم، پہاڑی پانی، مقامی مکھن اور نمک سے تیار کیا جاتا ہے اور روایتی طور پر روٹی اور گرم سبز چائے کے ساتھ کھایا جاتا ہے۔",135,medium,list-recall,,,,,,,,,,
561,خوبانی والے ڈاوڈو کے شوربے کو گاڑھا کرنے کے لیے کیا استعمال کیا جاتا ہے؟,گندم کا آٹا,خوبانی والے ڈاوڈو کے شوربے کو مزید گاڑھا کرنے کے لیے کبھی کبھی گندم کا آٹا شامل کیا جاتا ہے۔,133,easy,factual,,,,,,,,,,
562,روایتی پامیری کھانوں کا تجربہ کہاں اور کیسے کیا جا سکتا ہے؟,کیونکہ یہ بلتی اور پامیری کھانوں کا امتزاج ہے جو صرف اسی خطے میں ملتا ہے۔,"یہ کھانا سوست اور خنجراب درے کے درمیانی دیہات میں ملتا ہے۔ چونکہ یہ عام طور پر گھروں میں پکایا جاتا ہے، اس لیے مسافر مقامی خاندانوں سے پہلے سے انتظام کروا کر اس کا تجربہ کر سکتے ہیں۔",136,medium,list-recall,,,,,,,,,,
563,بُرُست پنیر کھانے کو کیسا ذائقہ دیتا ہے؟, بھرپور,بُرُست پنیر پکوان کو  بھرپور ذائقہ دیتا ہے۔,134,easy,factual,,,,,,,,,,
564,"کریم آباد میں صبح سویرے راکاپوشی کا نظارہ کرنے کے بعد ناشتے میں کیا کھایا جاتا ہے، اور اسے کن چیزوں کے ساتھ پیش کیا جاتا ہے؟",گیال شہد یا خوبانی کے تیل اور مکھن والی چائے کے ساتھ,"صبح کے وقت کریم آباد سے راکاپوشی کا نظارہ کرنے کے بعد روایتی ہنزہ ناشتہ گیال کھایا جاتا ہے جو شہد، پھلوں کے جام یا خوبانی کے تیل کے ساتھ پیش کیا جاتا ہے اور عموماً مکھن والی گرم دودھ کی چائے کے ساتھ ہوتا ہے۔","115,116",hard,multi-source,,,,,,,,,,
565,"کریم آباد سے راکاپوشی کے دیدار کے لیے موزوں ترین وقت کون سا ہے، اور شام کے وقت قراقرم کا بہترین نظارہ کہاں سے کیا جا سکتا ہے؟",صبح راکاپوشی؛ شام ایگلز نیسٹ,صبح کے وقت کریم آباد سے راکاپوشی کا نظارہ جنوب کی سمت صاف موسم میں کیا جاتا ہے۔ شام کے وقت قراقرم کے پہاڑوں کا وسیع نظارہ ایگلز نیسٹ سے کیا جاتا ہے اور وہاں غروب آفتاب سے کم از کم 30 منٹ پہلے پہنچنا بہتر ہوتا ہے۔,"115,128",hard,multi-source,,,,,,,,,,
566,ایگلز نیسٹ سے قراقرم کا صاف نظارہ کرنے کے لیے سال کا کون سا موسم سب سے موزوں ہے؟,خزاں خصوصاً اکتوبر پرسکون و صاف؛ غروب سے 30 منٹ پہلے پہنچیں,"خزاں کا موسم، خصوصاً ستمبر کے آخر سے نومبر کے وسط تک، وادی ہنزہ میں پرسکون اور صاف موسم لاتا ہے اور اکتوبر خاص طور پر رنگارنگ اور پرسکون ہوتا ہے۔ ایسے موسم میں ایگلز نیسٹ سے قراقرم کے پہاڑی سلسلے کا واضح نظارہ کیا جا سکتا ہے، بہتر ہے کہ وہاں غروب آفتاب سے کم از کم 30 منٹ پہلے پہنچا جائے۔","128,139",hard,multi-source,,,,,,,,,,
567,"اگر کوئی سیاح کریم آباد میں مقامی ناشتے کا ذائقہ چکھنا چاہے تو اسے کون سے روایتی پکوان مل سکتے ہیں، اور ان کی خاص بات کیا ہے؟",گیال اور اناج و خشک میوہ جات پر مشتمل مقامی ناشتے؛ کریم آباد بازار؛ روایتی اجزاء اور مقامی انداز,"کریم آباد میں سیاح گیال اور اناج و خشک میوہ جات سے تیار ہونے والے روایتی ناشتے آزما سکتے ہیں۔ گیال کو شہد، جام یا خوبانی کے تیل کے ساتھ اور عموماً گرم دودھ والی چائے کے ساتھ پیش کیا جاتا ہے، جبکہ دوسرے ناشتے شہد، دہی یا مقامی کریم کے ساتھ پیش کیے جاتے ہیں۔ یہ روایتی ناشتے کریم آباد بازار میں دستیاب ہیں۔","116,117",hard,multi-source,,,,,,,,,,
568,ہنزہ کے دو مشہور مقامی پکوان ڈاوڈو اور چپشورو کن لحاظ سے ایک دوسرے سے مختلف ہیں؟,"ڈاوڈو نوڈل سوپ ہے اور مرغی کے قیمے سے بنتا ہے، جبکہ چپشورو گوشت بھری پائی ہے اور یاک یا گائے کے قیمے سے تیار کیا جاتا ہے۔","ڈاوڈو مقامی آٹے سے تیار کیا جانے والا روایتی نوڈل سوپ ہے جس میں عموماً مرغی کا قیمہ، پیاز اور دھنیا شامل ہوتے ہیں۔ اس کے برعکس، چپشورو آٹے کی گوشت بھری پائی ہے جو روایتی طور پر یاک اور آج کل عموماً گائے کے قیمے سے تیار کی جاتی ہے، جس میں پیاز، مقامی ٹماٹر اور دھنیے کے پتے بھی شامل ہوتے ہیں۔","122,123",hard,multi-source,,,,,,,,,,
569,کریم آباد بازار سے سیاح کون سے مقامی پھل اور خشک میوہ جات خرید سکتے ہیں؟,"سیب کی مختلف اقسام؛ بادام، اخروٹ، خوبانی، انگور, بازار میں دستیاب","ادی ہنزہ میں سیب کی متعدد اقسام کاشت کی جاتی ہیں جن میں میٹھی، کھٹی، کراری اور رسیلی اقسام شامل ہیں اور یہ مقامی منڈیوں میں مناسب قیمت پر دستیاب ہوتے ہیں۔ اس کے علاوہ ہنزہ کی آب و ہوا بادام، اخروٹ، خوبانی، انگور اور سفرجل جیسے خشک میوہ جات کی پیداوار کے لیے بھی موزوں ہے، جو کریم آباد بازار اور مقامی دکانوں میں عام دستیاب ہوتے ہیں۔","119,120",hard,multi-source,,,,,,,,,,
570,"خنجراب جاتے ہوئے تاریخی شاہراہِ ریشم کہاں نظر آتی ہے، اور اس سفر کا آسان طریقہ کیا ہے؟","وادیٔ ہنزہ میں شاہراہِ ریشم کے آثار؛ اسلام آباد سے گلگت پرواز، پھر مقامی گاڑی۔",خنجراب درے کی جانب سفر کے دوران وادیٔ ہنزہ میں بعض مقامات پر تاریخی شاہراہِ ریشم کے آثار دیکھے جا سکتے ہیں۔ اس سفر کے لیے عموماً اسلام آباد سے گلگت تک پرواز کر کے وہاں سے مقامی گاڑی کے ذریعے آگے جانا آسان سمجھا جاتا ہے۔,"126,127",hard,multi-source,,,,,,,,,,
571,"اگر قراقرم کے لیے دو سے تین دن کا سفر ہو تو کن مقامات کی سیر کی جا سکتی ہے، اور شاہراہِ قراقرم کو ""دنیا کا آٹھواں عجوبہ"" کیوں کہا جاتا ہے؟","پہاڑی تعمیراتی انجینئرنگ؛ کریم آباد، ہنزہ، خنجراب","شاہراہ قراقرم کو دشوار گزار پہاڑی علاقے میں اس کی تعمیراتی انجینئرنگ کی وجہ سے ""دنیا کا آٹھواں عجوبہ"" کہا جاتا ہے۔ دو یا تین دن کے مختصر سفر میں سیاح عموماً کریم آباد، ہنزہ اور خنجراب درے تک جاتے ہیں، جبکہ واپسی ہنزہ یا گلگت کے راستے کی جا سکتی ہے۔","126,127",hard,multi-source,,,,,,,,,,
572,گلگت کے قریب ایسا کون سا مقام ہے جہاں تین عظیم پہاڑی سلسلوں کا سنگم دیکھا جا سکتا ہے؟,"جگلوٹ گاؤں؛ ہمالیہ، قراقرم اور ہندوکش کا سنگم","گلگت کے قریب واقع جگلوٹ گاؤں میں ہمالیہ، قراقرم اور ہندوکش کے سنگم کا مشاہدہ کیا جا سکتا ہے، جو گلگت بلتستان کی نمایاں قدرتی خصوصیات میں شمار ہوتا ہے۔","125,137",hard,multi-source,,,,,,,,,,
573,اسلام آباد سے سفر کرنے والا سیاح تین پہاڑی سلسلوں کا سنگم دیکھنے کے ساتھ ہنزہ بھی جانا چاہے تو اسے کون سا راستہ اختیار کرنا ہوگا؟,"شاہراہ قراقرم سے گلگت، پھر جگلوٹ توقف، پھر ہنزہ — سڑک یا پرواز دونوں ممکن","اسلام آباد سے ہنزہ تک شاہراہ قراقرم کے ذریعے سڑک کا سفر تقریباً 12 سے 16 گھنٹے کا ہے، یا پھر گلگت تک پرواز کر کے وہاں سے مزید 2 سے 3 گھنٹے کی ڈرائیو سے ہنزہ پہنچا جا سکتا ہے۔ راستے میں گلگت سے تھوڑا آگے جگلوٹ گاؤں میں رک کر ہمالیہ، قراقرم اور ہندوکش کے سنگم کا نظارہ بھی کیا جا سکتا ہے۔
","137,138",hard,multi-source,,,,,,,,,,
574,"خنجراب درے پر سرحدی دروازہ دیکھنے کے لیے کتنا پیدل چلنا پڑتا ہے، اور وہاں کون سی احتیاطی تدابیر اختیار کرنی چاہییں؟","پارکنگ سے تقریباً 500 میٹر پیدل؛ آہستہ چلیں، پانی پئیں، خشک میوہ جات یا خوبانی استعمال کریں۔","سرحدی دروازہ پارکنگ ایریا سے تقریباً 500 میٹر پیدل واقع ہے۔ بلندی کی وجہ سے آکسیجن کم ہونے کے باعث آہستہ چلنے، مناسب مقدار میں پانی پینے اور ہلکی غذا یا خشک میوہ جات، خصوصاً خوبانی، استعمال کرنے کا مشورہ دیا جاتا ہے۔","130,132",hard,multi-source,,,,,,,,,,
575,خنجراب درے کے سفر میں برفیلی سڑک اور تیز موڑوں کے علاوہ کن باتوں کا خیال رکھنا چاہیے؟,"کم آکسیجن، کم ہوا کا دباؤ اور شدید سردی؛ آہستہ چلیں، پانی پئیں، خشک میوہ جات یا خوبانی استعمال کریں۔","خنجراب درہ بلند مقام پر واقع ہونے کی وجہ سے وہاں آکسیجن اور ہوا کا دباؤ کم جبکہ درجہ حرارت منفی 25 ڈگری سیلسیس تک ہو سکتا ہے۔ اس لیے آہستہ چلنے، مناسب مقدار میں پانی پینے اور ہلکی غذا یا خشک میوہ جات، خصوصاً خوبانی، استعمال کرنے کی سفارش کی جاتی ہے۔","130,132",hard,multi-source,,,,,,,,,,
576,"خنجراب درے کی طرف جاتے ہوئے سوست میں کھانے کے کیا اختیارات ہیں، اور آگے سفر کے دوران کن باتوں کا خیال رکھنا چاہیے؟","سوست میں راجما، دال اور آلو کا سالن؛ آگے کم آکسیجن، شدید سردی، برفیلی سڑک اور 500 میٹر پیدل چلنا۔","سوست میں راجما، پیلی یا کالی دال اور آلو کا سالن گرم روٹی کے ساتھ دستیاب ہے۔ اس کے بعد خنجراب درے کی جانب سفر میں کم آکسیجن، شدید سردی، برفیلی سڑک، تیز موڑ اور سرحدی دروازے تک تقریباً 500 میٹر پیدل چلنے جیسے حالات کا سامنا ہو سکتا ہے۔","131,132",hard,multi-source,,,,,,,,,,
